"YEAR","LAT","LON","Mes","ALLSKY_SFC_SW_DWN","PS","RH2M","T2M_MAX","T2M_MIN","WS2M","Month","RAD_ESTIMADA","ET_CALCULADA"
1981,17.4185,-93.6025,"JAN",NA,99.58,89.54,27.93,12.43,2.34,1,18.8451714254931,4.9587929423081
1981,17.4185,-93.6025,"FEB",NA,99.48,89.95,29.63,15.17,3.05,2,20.40195697074,6.32780732201336
1981,17.4185,-93.6025,"MAR",NA,99.21,85.44,33.96,14.09,2.43,3,26.8577705895018,7.17281710043904
1981,17.4185,-93.6025,"APR",NA,99.19,82.43,35.62,18.18,2.31,4,27.0062147871684,7.88695701333286
1981,17.4185,-93.6025,"MAY",NA,98.9,73.56,39.95,20.09,1.84,5,29.5037155416494,8.29418379937326
1981,17.4185,-93.6025,"JUN",NA,98.87,87.1,32.31,21.92,1.76,6,21.348695784724,6.57642638884168
1981,17.4185,-93.6025,"JUL",NA,99.18,89.15,31.06,21.78,1.94,7,20.101908126597,6.48619547131958
1981,17.4185,-93.6025,"AUG",NA,99.04,89.04,31.76,21.72,1.96,8,20.6148439262053,6.61154797228076
1981,17.4185,-93.6025,"SEP",NA,99.12,91.38,29.98,21.55,2.02,9,17.9887619288588,6.07423578826076
1981,17.4185,-93.6025,"OCT",NA,99.15,90.11,30.66,20.18,2.06,10,18.2031120372552,5.94890985477733
1981,17.4185,-93.6025,"NOV",NA,99.37,89.9,29.27,15.61,2.25,11,18.4326123625866,5.38749599279033
1981,17.4185,-93.6025,"DEC",NA,99.31,89.69,29.42,14.96,2.18,12,17.5550684855606,5.07074922303805
1981,17.5442,-93.5998,"JAN",NA,99.58,89.54,27.93,12.43,2.34,1,18.8008787752842,4.95112017062392
1981,17.5442,-93.5998,"FEB",NA,99.48,89.95,29.63,15.17,3.05,2,20.3678686283768,6.321918781289
1981,17.5442,-93.5998,"MAR",NA,99.21,85.44,33.96,14.09,2.43,3,26.8350612694223,7.16854977423759
1981,17.5442,-93.5998,"APR",NA,99.19,82.43,35.62,18.18,2.31,4,27.0038778378724,7.88648817142532
1981,17.5442,-93.5998,"MAY",NA,98.9,73.56,39.95,20.09,1.84,5,29.5180238726275,8.2973078323946
1981,17.5442,-93.5998,"JUN",NA,98.87,87.1,32.31,21.92,1.76,6,21.3648656488231,6.57981411724373
1981,17.5442,-93.5998,"JUL",NA,99.18,89.15,31.06,21.78,1.94,7,20.1150893566822,6.48888600750772
1981,17.5442,-93.5998,"AUG",NA,99.04,89.04,31.76,21.72,1.96,8,20.6191753766472,6.61243634619794
1981,17.5442,-93.5998,"SEP",NA,99.12,91.38,29.98,21.55,2.02,9,17.9802164799912,6.07252188428958
1981,17.5442,-93.5998,"OCT",NA,99.15,90.11,30.66,20.18,2.06,10,18.1796723663403,5.9442533532453
1981,17.5442,-93.5998,"NOV",NA,99.37,89.9,29.27,15.61,2.25,11,18.3944361418247,5.38047016107395
1981,17.5442,-93.5998,"DEC",NA,99.31,89.69,29.42,14.96,2.18,12,17.5104633473983,5.06253715626266
1981,17.6463,-93.6849,"JAN",NA,99.58,89.54,27.93,12.43,2.34,1,18.764850405488,4.94487901200517
1981,17.6463,-93.6849,"FEB",NA,99.48,89.95,29.63,15.17,3.05,2,20.3401139004307,6.31712433150136
1981,17.6463,-93.6849,"MAR",NA,99.21,85.44,33.96,14.09,2.43,3,26.8165207173228,7.16506580450683
1981,17.6463,-93.6849,"APR",NA,99.19,82.43,35.62,18.18,2.31,4,27.0018869804731,7.88608876293908
1981,17.6463,-93.6849,"MAY",NA,98.9,73.56,39.95,20.09,1.84,5,29.5295538754816,8.29982525456687
1981,17.6463,-93.6849,"JUN",NA,98.87,87.1,32.31,21.92,1.76,6,21.3779379327658,6.58255287542508
1981,17.6463,-93.6849,"JUL",NA,99.18,89.15,31.06,21.78,1.94,7,20.1257359051348,6.49105916765328
1981,17.6463,-93.6849,"AUG",NA,99.04,89.04,31.76,21.72,1.96,8,20.6226256864735,6.61314399951108
1981,17.6463,-93.6849,"SEP",NA,99.12,91.38,29.98,21.55,2.02,9,17.97321198268,6.07111703874623
1981,17.6463,-93.6849,"OCT",NA,99.15,90.11,30.66,20.18,2.06,10,18.1605709680868,5.94045868861227
1981,17.6463,-93.6849,"NOV",NA,99.37,89.9,29.27,15.61,2.25,11,18.3633724871397,5.37475330367011
1981,17.6463,-93.6849,"DEC",NA,99.31,89.69,29.42,14.96,2.18,12,17.474188043615,5.05585866070722
1981,17.6515,-93.4652,"JAN",NA,99.58,89.54,27.93,12.43,2.34,1,18.7630142289101,4.94456093296525
1981,17.6515,-93.4652,"FEB",NA,99.48,89.95,29.63,15.17,3.05,2,20.338698747837,6.31687987304133
1981,17.6515,-93.4652,"MAR",NA,99.21,85.44,33.96,14.09,2.43,3,26.81557416365,7.16488793686153
1981,17.6515,-93.4652,"APR",NA,99.19,82.43,35.62,18.18,2.31,4,27.0017833623607,7.88606797493414
1981,17.6515,-93.4652,"MAY",NA,98.9,73.56,39.95,20.09,1.84,5,29.5301388974335,8.29995298629875
1981,17.6515,-93.4652,"JUN",NA,98.87,87.1,32.31,21.92,1.76,6,21.3786022294033,6.58269205139912
1981,17.6515,-93.4652,"JUL",NA,99.18,89.15,31.06,21.78,1.94,7,20.1262767008741,6.49116955420276
1981,17.6515,-93.4652,"AUG",NA,99.04,89.04,31.76,21.72,1.96,8,20.6227997829795,6.61317970644044
1981,17.6515,-93.4652,"SEP",NA,99.12,91.38,29.98,21.55,2.02,9,17.9728537188551,6.07104518414833
1981,17.6515,-93.4652,"OCT",NA,99.15,90.11,30.66,20.18,2.06,10,18.1595966271919,5.9402651270266
1981,17.6515,-93.4652,"NOV",NA,99.37,89.9,29.27,15.61,2.25,11,18.3617890846226,5.37446189924603
1981,17.6515,-93.4652,"DEC",NA,99.31,89.69,29.42,14.96,2.18,12,17.472339455837,5.05551832488721
1981,17.7614,-93.792,"JAN",NA,101.34,87.98,28.29,12.97,2.62,1,18.6151408719048,5.26343450016018
1981,17.7614,-93.792,"FEB",NA,101.23,88.66,29.64,16.94,3.35,2,19.0327258964414,6.70549573412175
1981,17.7614,-93.792,"MAR",NA,100.94,85.85,33.14,16.22,2.64,3,24.7265426393574,7.28569667318474
1981,17.7614,-93.792,"APR",NA,100.91,83.57,34.07,19.88,2.55,4,24.3542282186158,7.85758318356906
1981,17.7614,-93.792,"MAY",NA,100.58,76.59,38.61,21.36,1.87,5,27.5328698682395,8.08990450512495
1981,17.7614,-93.792,"JUN",NA,100.56,86.79,33,23.31,2.32,6,20.6594071226466,7.39794559211188
1981,17.7614,-93.792,"JUL",NA,100.89,88.74,30.95,23.31,2.59,7,18.2718275903028,7.17315523508262
1981,17.7614,-93.792,"AUG",NA,100.74,87.88,32.21,23.08,2.48,8,19.6694790960876,7.31934452025637
1981,17.7614,-93.792,"SEP",NA,100.82,88.98,30.33,22.98,2.26,9,16.7750215237162,6.418142954875
1981,17.7614,-93.792,"OCT",NA,100.86,88.65,30.66,21.73,2.47,10,16.7439423347609,6.42640458598235
1981,17.7614,-93.792,"NOV",NA,101.1,87.26,28.84,16.83,2.55,11,17.1857390455051,5.65871977360858
1981,17.7614,-93.792,"DEC",NA,101.04,88.63,30,17.15,2.46,12,16.4340906289972,5.52894994717334
1981,17.8059,-93.6163,"JAN",NA,101.34,87.98,28.29,12.97,2.62,1,18.5994926304659,5.26077849254655
1981,17.8059,-93.6163,"FEB",NA,101.23,88.66,29.64,16.94,3.35,2,19.0213443663839,6.7035466972105
1981,17.8059,-93.6163,"MAR",NA,100.94,85.85,33.14,16.22,2.64,3,24.7190226900111,7.28429579268313
1981,17.8059,-93.6163,"APR",NA,100.91,83.57,34.07,19.88,2.55,4,24.3533852749457,7.85741764659734
1981,17.8059,-93.6163,"MAY",NA,100.58,76.59,38.61,21.36,1.87,5,27.5374915432498,8.09090590248526
1981,17.8059,-93.6163,"JUN",NA,100.56,86.79,33,23.31,2.32,6,20.6648663811294,7.39905979886912
1981,17.8059,-93.6163,"JUL",NA,100.89,88.74,30.95,23.31,2.59,7,18.2759987021236,7.17397461976257
1981,17.8059,-93.6163,"AUG",NA,100.74,87.88,32.21,23.08,2.48,8,19.6708664401029,7.31962190622402
1981,17.8059,-93.6163,"SEP",NA,100.82,88.98,30.33,22.98,2.26,9,16.7721282084932,6.41756654820059
1981,17.8059,-93.6163,"OCT",NA,100.86,88.65,30.66,21.73,2.47,10,16.736215805399,6.424901415979
1981,17.8059,-93.6163,"NOV",NA,101.1,87.26,28.84,16.83,2.55,11,17.1730070095962,5.65642780379851
1981,17.8059,-93.6163,"DEC",NA,101.04,88.63,30,17.15,2.46,12,16.4191560593498,5.52619733571748
1981,17.832,-93.9129,"JAN",NA,101.34,87.98,28.29,12.97,2.62,1,18.5903106401108,5.25922001478491
1981,17.832,-93.9129,"FEB",NA,101.23,88.66,29.64,16.94,3.35,2,19.0146639960944,6.70240271321105
1981,17.832,-93.9129,"MAR",NA,100.94,85.85,33.14,16.22,2.64,3,24.714605189295,7.28347286285553
1981,17.832,-93.9129,"APR",NA,100.91,83.57,34.07,19.88,2.55,4,24.3528842542597,7.85731925633703
1981,17.832,-93.9129,"MAY",NA,100.58,76.59,38.61,21.36,1.87,5,27.5401954401506,8.0914917669636
1981,17.832,-93.9129,"JUN",NA,100.56,86.79,33,23.31,2.32,6,20.6680636026529,7.3997123354429
1981,17.832,-93.9129,"JUL",NA,100.89,88.74,30.95,23.31,2.59,7,18.2784408186897,7.17445435585859
1981,17.832,-93.9129,"AUG",NA,100.74,87.88,32.21,23.08,2.48,8,19.6716750090275,7.31978357173101
1981,17.832,-93.9129,"SEP",NA,100.82,88.98,30.33,22.98,2.26,9,16.770426541768,6.41722754191111
1981,17.832,-93.9129,"OCT",NA,100.86,88.65,30.66,21.73,2.47,10,16.7316795088524,6.42401889491736
1981,17.832,-93.9129,"NOV",NA,101.1,87.26,28.84,16.83,2.55,11,17.1655353972692,5.6550827942487
1981,17.832,-93.9129,"DEC",NA,101.04,88.63,30,17.15,2.46,12,16.4103933736323,5.52458227283586
1981,17.8343,-93.3898,"JAN",NA,101.12,88.37,29.09,12.13,2.08,1,19.55920874696,4.93029156531817
1981,17.8343,-93.3898,"FEB",NA,100.98,88.85,30.78,15.09,2.64,2,21.1341515286258,6.23368014518548
1981,17.8343,-93.3898,"MAR",NA,100.72,86.04,34.51,15.08,2.05,3,26.4839679147899,6.9351500557382
1981,17.8343,-93.3898,"APR",NA,100.68,83.5,33.73,19.13,2.11,4,24.7021550430939,7.28895643586345
1981,17.8343,-93.3898,"MAY",NA,100.36,76.64,38.33,20.48,1.37,5,28.0153035251626,7.33410677173318
1981,17.8343,-93.3898,"JUN",NA,100.35,87.47,33.66,22.45,1.94,6,22.2303665580965,7.09570941831554
1981,17.8343,-93.3898,"JUL",NA,100.67,89.31,30.6,22.39,2.33,7,18.9482521692556,6.81515668184962
1981,17.8343,-93.3898,"AUG",NA,100.52,88.38,33.05,21.81,2.02,8,21.8268305474599,6.98724227002131
1981,17.8343,-93.3898,"SEP",NA,100.59,90.16,31.77,21.83,1.83,9,19.5024756211595,6.2503803764559
1981,17.8343,-93.3898,"OCT",NA,100.63,89.65,30.77,20.98,2.07,10,17.5184135057396,5.98155334326355
1981,17.8343,-93.3898,"NOV",NA,100.88,88.4,29.32,16.17,1.96,11,17.9610641606249,5.1534482800889
1981,17.8343,-93.3898,"DEC",NA,100.82,88.81,32.74,15.82,1.88,12,18.8298633308034,5.28296617388746
1981,17.8948,-93.7536,"JAN",NA,101.34,87.98,28.29,12.97,2.62,1,18.568205372047,5.25546804300535
1981,17.8948,-93.7536,"FEB",NA,101.23,88.66,29.64,16.94,3.35,2,18.9985752859196,6.69964759242968
1981,17.8948,-93.7536,"MAR",NA,100.94,85.85,33.14,16.22,2.64,3,24.7039551360598,7.28148887982169
1981,17.8948,-93.7536,"APR",NA,100.91,83.57,34.07,19.88,2.55,4,24.3516586770123,7.85707857792241
1981,17.8948,-93.7536,"MAY",NA,100.58,76.59,38.61,21.36,1.87,5,27.5466807839155,8.09289697310909
1981,17.8948,-93.7536,"JUN",NA,100.56,86.79,33,23.31,2.32,6,20.6757422144527,7.40127950087031
1981,17.8948,-93.7536,"JUL",NA,100.89,88.74,30.95,23.31,2.59,7,18.2843038067279,7.17560609735669
1981,17.8948,-93.7536,"AUG",NA,100.74,87.88,32.21,23.08,2.48,8,19.6736049827517,7.32016945124118
1981,17.8948,-93.7536,"SEP",NA,100.82,88.98,30.33,22.98,2.26,9,16.7663179069199,6.41640901908639
1981,17.8948,-93.7536,"OCT",NA,100.86,88.65,30.66,21.73,2.47,10,16.7207507888943,6.4218927496267
1981,17.8948,-93.7536,"NOV",NA,101.1,87.26,28.84,16.83,2.55,11,17.147545440263,5.65184431466556
1981,17.8948,-93.7536,"DEC",NA,101.04,88.63,30,17.15,2.46,12,16.3892992007458,5.52069437627704
1981,17.9235,-94.0283,"JAN",NA,101.34,87.98,28.29,12.97,2.62,1,18.5580973904261,5.25375239487657
1981,17.9235,-94.0283,"FEB",NA,101.23,88.66,29.64,16.94,3.35,2,18.9912156533511,6.69838728775562
1981,17.9235,-94.0283,"MAR",NA,100.94,85.85,33.14,16.22,2.64,3,24.6990781323702,7.28058034984889
1981,17.9235,-94.0283,"APR",NA,100.91,83.57,34.07,19.88,2.55,4,24.3510891470328,7.85696673383192
1981,17.9235,-94.0283,"MAY",NA,100.58,76.59,38.61,21.36,1.87,5,27.5496349442927,8.09353706320566
1981,17.9235,-94.0283,"JUN",NA,100.56,86.79,33,23.31,2.32,6,20.6792446525411,7.40199433058522
1981,17.9235,-94.0283,"JUL",NA,100.89,88.74,30.95,23.31,2.59,7,18.2869770846997,7.17613124343509
1981,17.9235,-94.0283,"AUG",NA,100.74,87.88,32.21,23.08,2.48,8,19.6744796793781,7.32034433834015
1981,17.9235,-94.0283,"SEP",NA,100.82,88.98,30.33,22.98,2.26,9,16.7644335549567,6.41603361821756
1981,17.9235,-94.0283,"OCT",NA,100.86,88.65,30.66,21.73,2.47,10,16.7157498062109,6.42091982545792
1981,17.9235,-94.0283,"NOV",NA,101.1,87.26,28.84,16.83,2.55,11,17.139318142309,5.65036326963366
1981,17.9235,-94.0283,"DEC",NA,101.04,88.63,30,17.15,2.46,12,16.3796543277422,5.51891671622075
1981,17.9497,-93.4213,"JAN",NA,101.12,88.37,29.09,12.13,2.08,1,19.5164544756548,4.92269209752364
1981,17.9497,-93.4213,"FEB",NA,100.98,88.85,30.78,15.09,2.64,2,21.1012712884649,6.22778592279885
1981,17.9497,-93.4213,"MAR",NA,100.72,86.04,34.51,15.08,2.05,3,26.4629696276151,6.93104974697273
1981,17.9497,-93.4213,"APR",NA,100.68,83.5,33.73,19.13,2.11,4,24.69984659172,7.28849333829416
1981,17.9497,-93.4213,"MAY",NA,100.36,76.64,38.33,20.48,1.37,5,28.0274015876724,7.33679447669428
1981,17.9497,-93.4213,"JUN",NA,100.35,87.47,33.66,22.45,1.94,6,22.2455247811919,7.09888030244379
1981,17.9497,-93.4213,"JUL",NA,100.67,89.31,30.6,22.39,2.33,7,18.9594045343397,6.81736208831245
1981,17.9497,-93.4213,"AUG",NA,100.52,88.38,33.05,21.81,2.02,8,21.8307451550584,6.98804744227234
1981,17.9497,-93.4213,"SEP",NA,100.59,90.16,31.77,21.83,1.83,9,19.4936761221631,6.24856659487734
1981,17.9497,-93.4213,"OCT",NA,100.63,89.65,30.77,20.98,2.07,10,17.497369249291,5.97736243267812
1981,17.9497,-93.4213,"NOV",NA,100.88,88.4,29.32,16.17,1.96,11,17.9264576170967,5.14692573272422
1981,17.9497,-93.4213,"DEC",NA,100.82,88.81,32.74,15.82,1.88,12,18.7853705413024,5.27425575011777
1981,17.9601,-93.5586,"JAN",NA,101.34,87.98,28.29,12.97,2.62,1,18.5452018611335,5.25156361065334
1981,17.9601,-93.5586,"FEB",NA,101.23,88.66,29.64,16.94,3.35,2,18.981823841758,6.69677898137097
1981,17.9601,-93.5586,"MAR",NA,100.94,85.85,33.14,16.22,2.64,3,24.6928497058217,7.27942006526374
1981,17.9601,-93.5586,"APR",NA,100.91,83.57,34.07,19.88,2.55,4,24.3503542626345,7.85682241750076
1981,17.9601,-93.5586,"MAY",NA,100.58,76.59,38.61,21.36,1.87,5,27.553393457511,8.09435143574527
1981,17.9601,-93.5586,"JUN",NA,100.56,86.79,33,23.31,2.32,6,20.683705044716,7.40290467383363
1981,17.9601,-93.5586,"JUL",NA,100.89,88.74,30.95,23.31,2.59,7,18.2903806195637,7.17679984318622
1981,17.9601,-93.5586,"AUG",NA,100.74,87.88,32.21,23.08,2.48,8,19.6755884898617,7.32056603423215
1981,17.9601,-93.5586,"SEP",NA,100.82,88.98,30.33,22.98,2.26,9,16.7620244356187,6.41555367311691
1981,17.9601,-93.5586,"OCT",NA,100.86,88.65,30.66,21.73,2.47,10,16.7093663444471,6.41967794468696
1981,17.9601,-93.5586,"NOV",NA,101.1,87.26,28.84,16.83,2.55,11,17.1288209385775,5.64847360530856
1981,17.9601,-93.5586,"DEC",NA,101.04,88.63,30,17.15,2.46,12,16.3673503217711,5.51664894764161
1981,18.0228,-94.0612,"JAN",NA,101.34,87.98,28.29,12.97,2.62,1,18.5230967811599,5.2478116707987
1981,18.0228,-94.0612,"FEB",NA,101.23,88.66,29.64,16.94,3.35,2,18.9657180421275,6.69402093409555
1981,18.0228,-94.0612,"MAR",NA,100.94,85.85,33.14,16.22,2.64,3,24.6821563295192,7.27742801163828
1981,18.0228,-94.0612,"APR",NA,100.91,83.57,34.07,19.88,2.55,4,24.3490729583998,7.85657079544062
1981,18.0228,-94.0612,"MAY",NA,100.58,76.59,38.61,21.36,1.87,5,27.5598092608843,8.09574157428769
1981,18.0228,-94.0612,"JUN",NA,100.56,86.79,33,23.31,2.32,6,20.6913302327305,7.40446093573947
1981,18.0228,-94.0612,"JUL",NA,100.89,88.74,30.95,23.31,2.59,7,18.2961966930885,7.17794236866825
1981,18.0228,-94.0612,"AUG",NA,100.74,87.88,32.21,23.08,2.48,8,19.6774706689765,7.32094235767416
1981,18.0228,-94.0612,"SEP",NA,100.82,88.98,30.33,22.98,2.26,9,16.7578815063048,6.41472831814378
1981,18.0228,-94.0612,"OCT",NA,100.86,88.65,30.66,21.73,2.47,10,16.6984153741796,6.41754747067429
1981,18.0228,-94.0612,"NOV",NA,101.1,87.26,28.84,16.83,2.55,11,17.1108243638175,5.64523393442407
1981,18.0228,-94.0612,"DEC",NA,101.04,88.63,30,17.15,2.46,12,16.3462610344929,5.5127619515561
1981,18.0254,-93.6822,"JAN",NA,101.34,87.98,28.29,12.97,2.62,1,18.5221797737248,5.24765602527528
1981,18.0254,-93.6822,"FEB",NA,101.23,88.66,29.64,16.94,3.35,2,18.9650497270119,6.69390648807449
1981,18.0254,-93.6822,"MAR",NA,100.94,85.85,33.14,16.22,2.64,3,24.6817122669847,7.27734528787014
1981,18.0254,-93.6822,"APR",NA,100.91,83.57,34.07,19.88,2.55,4,24.3490192163808,7.85656024160246
1981,18.0254,-93.6822,"MAY",NA,100.58,76.59,38.61,21.36,1.87,5,27.560074680793,8.09579908391253
1981,18.0254,-93.6822,"JUN",NA,100.56,86.79,33,23.31,2.32,6,20.6916459930392,7.40452538080481
1981,18.0254,-93.6822,"JUL",NA,100.89,88.74,30.95,23.31,2.59,7,18.2964374725742,7.17798966805275
1981,18.0254,-93.6822,"AUG",NA,100.74,87.88,32.21,23.08,2.48,8,19.6775482450078,7.32095786824852
1981,18.0254,-93.6822,"SEP",NA,100.82,88.98,30.33,22.98,2.26,9,16.757709278544,6.41469400690454
1981,18.0254,-93.6822,"OCT",NA,100.86,88.65,30.66,21.73,2.47,10,16.6979608480571,6.41745904416337
1981,18.0254,-93.6822,"NOV",NA,101.1,87.26,28.84,16.83,2.55,11,17.1100777221645,5.64509952700172
1981,18.0254,-93.6822,"DEC",NA,101.04,88.63,30,17.15,2.46,12,16.3453862159186,5.51260071251901
1981,18.0829,-93.7948,"JAN",NA,101.34,87.98,28.29,12.97,2.62,1,18.5018922929925,5.24421259020965
1981,18.0829,-93.7948,"FEB",NA,101.23,88.66,29.64,16.94,3.35,2,18.9502605071907,6.69137389929471
1981,18.0829,-93.7948,"MAR",NA,100.94,85.85,33.14,16.22,2.64,3,24.6718786904071,7.27551340509351
1981,18.0829,-93.7948,"APR",NA,100.91,83.57,34.07,19.88,2.55,4,24.3478182799349,7.85632440213947
1981,18.0829,-93.7948,"MAY",NA,100.58,76.59,38.61,21.36,1.87,5,27.5659317981183,8.09706816964778
1981,18.0829,-93.7948,"JUN",NA,100.56,86.79,33,23.31,2.32,6,20.6986202845373,7.40594879805801
1981,18.0829,-93.7948,"JUL",NA,100.89,88.74,30.95,23.31,2.59,7,18.3017543137173,7.17903412295244
1981,18.0829,-93.7948,"AUG",NA,100.74,87.88,32.21,23.08,2.48,8,19.6792542438625,7.32129896615786
1981,18.0829,-93.7948,"SEP",NA,100.82,88.98,30.33,22.98,2.26,9,16.7538916109234,6.41393345061268
1981,18.0829,-93.7948,"OCT",NA,100.86,88.65,30.66,21.73,2.47,10,16.6879003055358,6.41550179983969
1981,18.0829,-93.7948,"NOV",NA,101.1,87.26,28.84,16.83,2.55,11,17.0935578860924,5.6421256926664
1981,18.0829,-93.7948,"DEC",NA,101.04,88.63,30,17.15,2.46,12,16.3260331150333,5.50903371538005
1981,18.0855,-93.0642,"JAN",NA,101.12,88.37,29.09,12.13,2.08,1,19.4660640658836,4.91373532467923
1981,18.0855,-93.0642,"FEB",NA,100.98,88.85,30.78,15.09,2.64,2,21.0624777968291,6.22083167107393
1981,18.0855,-93.0642,"MAR",NA,100.72,86.04,34.51,15.08,2.05,3,26.4381221310773,6.92619780800236
1981,18.0855,-93.0642,"APR",NA,100.68,83.5,33.73,19.13,2.11,4,24.6970057740601,7.28792344292276
1981,18.0855,-93.0642,"MAY",NA,100.36,76.64,38.33,20.48,1.37,5,28.0415103320667,7.33992887464211
1981,18.0855,-93.0642,"JUN",NA,100.35,87.47,33.66,22.45,1.94,6,22.263268478574,7.10259203092618
1981,18.0855,-93.0642,"JUL",NA,100.67,89.31,30.6,22.39,2.33,7,18.9724456109238,6.81994099192296
1981,18.0855,-93.0642,"AUG",NA,100.52,88.38,33.05,21.81,2.02,8,21.8352463562556,6.98897326745637
1981,18.0855,-93.0642,"SEP",NA,100.59,90.16,31.77,21.83,1.83,9,19.4832202018072,6.2464113862983
1981,18.0855,-93.0642,"OCT",NA,100.63,89.65,30.77,20.98,2.07,10,17.4725166907624,5.97241310834027
1981,18.0855,-93.0642,"NOV",NA,100.88,88.4,29.32,16.17,1.96,11,17.8856551140754,5.13923538773677
1981,18.0855,-93.0642,"DEC",NA,100.82,88.81,32.74,15.82,1.88,12,18.7329425751509,5.26399184426506
1981,18.0881,-93.9321,"JAN",NA,101.34,87.98,28.29,12.97,2.62,1,18.5000568911314,5.24390106374605
1981,18.0881,-93.9321,"FEB",NA,101.23,88.66,29.64,16.94,3.35,2,18.9489221820781,6.69114471701162
1981,18.0881,-93.9321,"MAR",NA,100.94,85.85,33.14,16.22,2.64,3,24.6709881702271,7.27534751137547
1981,18.0881,-93.9321,"APR",NA,100.91,83.57,34.07,19.88,2.55,4,24.3477085026011,7.85630284410654
1981,18.0881,-93.9321,"MAY",NA,100.58,76.59,38.61,21.36,1.87,5,27.5664602826526,8.09718267856856
1981,18.0881,-93.9321,"JUN",NA,100.56,86.79,33,23.31,2.32,6,20.6992501662366,7.40607735369388
1981,18.0881,-93.9321,"JUL",NA,100.89,88.74,30.95,23.31,2.59,7,18.3022343777992,7.17912842806126
1981,18.0881,-93.9321,"AUG",NA,100.74,87.88,32.21,23.08,2.48,8,19.6794076174095,7.32132963170964
1981,18.0881,-93.9321,"SEP",NA,100.82,88.98,30.33,22.98,2.26,9,16.7535455322676,6.41386450477315
1981,18.0881,-93.9321,"OCT",NA,100.86,88.65,30.66,21.73,2.47,10,16.6869896786847,6.41532464048357
1981,18.0881,-93.9321,"NOV",NA,101.1,87.26,28.84,16.83,2.55,11,17.0920632045822,5.64185662612265
1981,18.0881,-93.9321,"DEC",NA,101.04,88.63,30,17.15,2.46,12,16.3242823416274,5.50871102788068
1981,18.092,-93.0361,"JAN",NA,101.12,88.37,29.09,12.13,2.08,1,19.463650039144,4.91330623729444
1981,18.092,-93.0361,"FEB",NA,100.98,88.85,30.78,15.09,2.64,2,21.0606182361794,6.22049831998046
1981,18.092,-93.0361,"MAR",NA,100.72,86.04,34.51,15.08,2.05,3,26.4369290998582,6.92596484631724
1981,18.092,-93.0361,"APR",NA,100.68,83.5,33.73,19.13,2.11,4,24.6968664301923,7.2878954892014
1981,18.092,-93.0361,"MAY",NA,100.36,76.64,38.33,20.48,1.37,5,28.0421821697947,7.34007813007811
1981,18.092,-93.0361,"JUN",NA,100.35,87.47,33.66,22.45,1.94,6,22.2641152186161,7.10276915686921
1981,18.092,-93.0361,"JUL",NA,100.67,89.31,30.6,22.39,2.33,7,18.973067571033,6.82006398599947
1981,18.092,-93.0361,"AUG",NA,100.52,88.38,33.05,21.81,2.02,8,21.8354589456475,6.98901699369839
1981,18.092,-93.0361,"SEP",NA,100.59,90.16,31.77,21.83,1.83,9,19.4827170000625,6.24630766470514
1981,18.092,-93.0361,"OCT",NA,100.63,89.65,30.77,20.98,2.07,10,17.4713247468653,5.97217573571996
1981,18.092,-93.0361,"NOV",NA,100.88,88.4,29.32,16.17,1.96,11,17.8837000025536,5.13886689362542
1981,18.092,-93.0361,"DEC",NA,100.82,88.81,32.74,15.82,1.88,12,18.7304312469644,5.26350019757411
1981,18.0953,-93.0965,"JAN",NA,101.12,88.37,29.09,12.13,2.08,1,19.4624243825095,4.91308837980706
1981,18.0953,-93.0965,"FEB",NA,100.98,88.85,30.78,15.09,2.64,2,21.0596740561894,6.22032906310136
1981,18.0953,-93.0965,"MAR",NA,100.72,86.04,34.51,15.08,2.05,3,26.4363232771312,6.9258465480857
1981,18.0953,-93.0965,"APR",NA,100.68,83.5,33.73,19.13,2.11,4,24.6967955685783,7.28788127367944
1981,18.0953,-93.0965,"MAY",NA,100.36,76.64,38.33,20.48,1.37,5,28.0425231352931,7.34015387895614
1981,18.0953,-93.0965,"JUN",NA,100.35,87.47,33.66,22.45,1.94,6,22.264545012736,7.1028590636706
1981,18.0953,-93.0965,"JUL",NA,100.67,89.31,30.6,22.39,2.33,7,18.9733832569065,6.82012641362449
1981,18.0953,-93.0965,"AUG",NA,100.52,88.38,33.05,21.81,2.02,8,21.8355667757044,6.98903917261862
1981,18.0953,-93.0965,"SEP",NA,100.59,90.16,31.77,21.83,1.83,9,19.4824614328249,6.24625498634835
1981,18.0953,-93.0965,"OCT",NA,100.63,89.65,30.77,20.98,2.07,10,17.4707195226538,5.97205520684499
1981,18.0953,-93.0965,"NOV",NA,100.88,88.4,29.32,16.17,1.96,11,17.8827073334388,5.13867979804585
1981,18.0953,-93.0965,"DEC",NA,100.82,88.81,32.74,15.82,1.88,12,18.7291561990147,5.2632505794204
1981,18.0992,-93.1363,"JAN",NA,101.12,88.37,29.09,12.13,2.08,1,19.4609758151198,4.91283090047481
1981,18.0992,-93.1363,"FEB",NA,100.98,88.85,30.78,15.09,2.64,2,21.0585581243245,6.22012901740377
1981,18.0992,-93.1363,"MAR",NA,100.72,86.04,34.51,15.08,2.05,3,26.435607191985,6.92570671905216
1981,18.0992,-93.1363,"APR",NA,100.68,83.5,33.73,19.13,2.11,4,24.6967117207487,7.28786445299762
1981,18.0992,-93.1363,"MAY",NA,100.36,76.64,38.33,20.48,1.37,5,28.042925989154,7.34024337694971
